Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
Uncertain and fuzzy object bases: A data model and algebraic operations,2011,"International Journal of Uncertainty, Fuzziness and Knowlege-Based Systems",19,2,,275,305,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953691126&partnerID=40&md5=33f4f3f1ddc9729815465c50378bae5a,Article,Scopus,2-s2.0-79953691126
Effects of individual characteristics and school environment on cigarette smoking among students ages 13-15: A multilevel analysis of the 2007 global youth tobacco survey (GYTS) data from Vietnam,2011,Global Public Health,6,3,,307,319,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952463433&partnerID=40&md5=f7c641567f1168c778ee8fb5922d1583,Article,Scopus,2-s2.0-79952463433
"Speciation of Arsenic in environmental samples of the Nha Trang Harbor, Vietnam, using HPLC coupled HG-AAS",2011,Bulletin of Environmental Contamination and Toxicology,86,4,,415,418,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955917338&partnerID=40&md5=5581666cdd940cc57074a9dc7c507771,Article,Scopus,2-s2.0-79955917338
Deposition of TiAlSiN hard film by cathodic arc plasma evaporation using a single target combined with a shield filter,2011,Journal of Scientific and Industrial Research,70,4,,273,277,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955664962&partnerID=40&md5=88b9bbe899cfa1e845130d94ea162591,Article,Scopus,2-s2.0-79955664962
A splitting theorem for local cohomology and its applications,2011,Journal of Algebra,331,1,,512,522,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952003374&partnerID=40&md5=92b8db05d36c0c64a9bcf82e16355a12,Article,Scopus,2-s2.0-79952003374
Unique range sets for meromorphic functions constructed without an injectivity hypothesis,2011,Taiwanese Journal of Mathematics,15,2,,697,709,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954595650&partnerID=40&md5=8d959a5c3137ab3da1ac335a77ad54fb,Article,Scopus,2-s2.0-79954595650
Conjugate duality for vector-maximization problems,2011,Journal of Mathematical Analysis and Applications,376,1,,94,102,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650043249&partnerID=40&md5=c37aa86329661de24f4eecfeb8c8a89f,Article,Scopus,2-s2.0-78650043249
A modified quasi-boundary value method for regularizing of a backward problem with time-dependent coefficient,2011,Inverse Problems in Science and Engineering,19,3,,409,423,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957530429&partnerID=40&md5=67ad9024f420e06ffe9b5a2cb06976dd,Article,Scopus,2-s2.0-79957530429
Thoracoscopic repair for congenital diaphragmatic hernia: Experience with 139 cases,2011,Journal of Laparoendoscopic and Advanced Surgical Techniques,21,3,,267,270,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953894325&partnerID=40&md5=8d25bfa841fd6152b4243dd21e6bd7d7,Article,Scopus,2-s2.0-79953894325
On some semilinear elliptic problems with singular potentials involving symmetry,2011,Taiwanese Journal of Mathematics,15,2,,623,631,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954620579&partnerID=40&md5=75c9087e08bc17f342235234a025e059,Article,Scopus,2-s2.0-79954620579
Two-side doping effects on the mobility of carriers in square quantum wells,2011,Journal of the Physical Society of Japan,80,4,44714,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954479127&partnerID=40&md5=091cb6ca238b545c44c043272543187e,Article,Scopus,2-s2.0-79954479127
Gamma-gamma coincidence spectrometer setup for neutron activation analysis and nuclear structure studies,2011,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",634,1,,47,51,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951958872&partnerID=40&md5=91246215585b54279e316d64dccca2a9,Article,Scopus,2-s2.0-79951958872
Phase structure of the linear sigma model with the non-standard symmetry breaking term,2011,Journal of Physics G: Nuclear and Particle Physics,38,4,45002,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952684047&partnerID=40&md5=237b6ee0e015ab2ef359a7aa4234c700,Article,Scopus,2-s2.0-79952684047
Semimartingale approximation of fractional Brownian motion and its applications,2011,Computers and Mathematics with Applications,61,7,,1844,1854,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952954184&partnerID=40&md5=cf013c3408be48f4de00c63f26fe061f,Article,Scopus,2-s2.0-79952954184
Gas sensing properties at room temperature of a quartz crystal microbalance coated with ZnO nanorods,2011,"Sensors and Actuators, B: Chemical",153,1,,188,193,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952490250&partnerID=40&md5=b8e945d0d56c00d6b8f2822b8a58441a,Article,Scopus,2-s2.0-79952490250
Studies on the analgesic and anti-inflammatory activities of Sargassum swartzii (Turner) C. Agardh (Phaeophyta) and Ulva reticulata Forsskal (Chlorophyta) in experiment animal models,2011,African Journal of Biotechnology,10,12,,2308,2314,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953118164&partnerID=40&md5=c86c2b0ebca9943642912f96c653c5a7,Article,Scopus,2-s2.0-79953118164
The improvement of the knapsack cipher,2011,Computer Communications,34,3,,342,343,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-78751648986&partnerID=40&md5=5549cab16f4585d6f9e55e9af23e9e7b,Article,Scopus,2-s2.0-78751648986
Variational sets: Calculus and applications to nonsmooth vector optimization,2011,"Nonlinear Analysis, Theory, Methods and Applications",74,6,,2358,2379,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951673182&partnerID=40&md5=60086bbb184946f5529000b0d14a9e0a,Article,Scopus,2-s2.0-79951673182
Xanthones from the twigs of Cratoxylum cochinchinense,2011,Phytochemistry Letters,4,1,,48,51,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952036442&partnerID=40&md5=60b5d22f5df5603bd38be548e2afbc4c,Article,Scopus,2-s2.0-79952036442
Electrochemical detection of short HIV sequences on chitosan/Fe 3O4 nanoparticle based screen printed electrodes,2011,Materials Science and Engineering C,31,2,,477,485,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650701274&partnerID=40&md5=5361a166556cbb4c80c3e79a66f62d4d,Article,Scopus,2-s2.0-78650701274
Stability of linear volterra-stieltjes differential equations,2011,SIAM Journal on Control and Optimization,49,1,,205,226,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952295019&partnerID=40&md5=47e0c675573000ee2104f6d64c9898f1,Article,Scopus,2-s2.0-79952295019
Spectroscopic determination of thorium based on azophenylcalix[4]arene,2011,Asian Journal of Chemistry,23,4,,1716,1718,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952151328&partnerID=40&md5=c2bad4989f59efd62b2c823140355df4,Article,Scopus,2-s2.0-79952151328
Existence of infinitely many solutions for degenerate and singular elliptic systems with indefinite concave nonlinearities,2011,Electronic Journal of Differential Equations,2011,,,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952176130&partnerID=40&md5=e1c694f5377aab5bbaeb7a1b7dc52f47,Article,Scopus,2-s2.0-79952176130
A non-Abelian SO(8) monopole as generalization of Dirac-Yang monopoles for a 9-dimensional space,2011,Journal of Mathematical Physics,52,3,32105,,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953283377&partnerID=40&md5=86ee157d9176cc11e8ca2e8416c80054,Article,Scopus,2-s2.0-79953283377
The acceptance of surface detector arrays for high energy cosmological muon neutrinos,2011,Nuclear Physics B - Proceedings Supplements,212-213,,,140,145,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957554580&partnerID=40&md5=16dea9adf9cf406cdcff973ca035ba18,Article,Scopus,2-s2.0-79957554580
Dugundji's theorem for cone metric spaces,2011,Applied Mathematics Letters,24,3,,387,390,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-78649921464&partnerID=40&md5=ef8afda2c1d3b8c620b6b1e6424a8234,Article,Scopus,2-s2.0-78649921464
Bounds on the effective conductivity of statistically isotropic multicomponent materials and random cell polycrystals,2011,Journal of the Mechanics and Physics of Solids,59,3,,497,510,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551682916&partnerID=40&md5=f748710996322d3ea40cd0beaef36774,Article,Scopus,2-s2.0-79551682916
On generalized Ekeland's variational principle and equivalent formulations for set-valued mappings,2011,Journal of Global Optimization,49,3,,381,396,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951513971&partnerID=40&md5=21d04d203ea070d7c0083e9811062030,Article,Scopus,2-s2.0-79951513971
Nanosized perovskite oxide NdFeO3 as material for a carbon-monoxide catalytic gas sensor,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15012,,,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874323938&partnerID=40&md5=faafa110691fa4f17eca5d71620bd108,Article,Scopus,2-s2.0-84874323938
Silicon nanowires prepared by thermal evaporation and their photoluminescence properties measured at low temperatures,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15016,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894116027&partnerID=40&md5=79bf726951faa403a0be1f915e3ba021,Article,Scopus,2-s2.0-84894116027
On the topology of polynomial mappings from ?n to ?n-1,2011,International Journal of Mathematics,22,3,,435,448,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952931200&partnerID=40&md5=d86a70b2414c60e76eb7acbe698b463b,Article,Scopus,2-s2.0-79952931200
The origin of visible light photocatalytic activity of N-doped and weak ferromagnetism of Fe-doped TiO2 anatase,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15008,,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887094395&partnerID=40&md5=14d5bda9b42bf0753aa35cacad564e34,Article,Scopus,2-s2.0-84887094395
The effect of sintering temperature on the mechanical properties of a Cu/CNT nanocomposite prepared via a powder metallurgy method,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15006,,,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876551039&partnerID=40&md5=a517baf057c445ed8c5bbca740f47646,Article,Scopus,2-s2.0-84876551039
Observation of green lasing at 537nm from Er-ions by coupled photon-atom modes in a random cavity,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15004,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894157783&partnerID=40&md5=14f259fc6f6bc3b050698c6735ca7b36,Article,Scopus,2-s2.0-84894157783
Education influence in traffic safety: A case study in Vietnam,2011,IATSS Research,34,2,,87,93,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959689811&partnerID=40&md5=19c3e7686761a96ca2436f4dc1e5ebea,Article,Scopus,2-s2.0-79959689811
The nonlinear absorption of a strong electromagnetic waves caused by confined electrons in a cylindrical quantum wire,2011,Progress In Electromagnetics Research Letters,20,,,87,96,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952001930&partnerID=40&md5=902d600ec47de6ec8b26d80eede60ff4,Article,Scopus,2-s2.0-79952001930
Retrieval of interatomic separations of complex molecules by ultra-short laser pulses,2011,Computational and Theoretical Chemistry,964,1åé3ì˙,,12,17,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84855321334&partnerID=40&md5=c68c4d8b512acf2a0a728f168da42ffd,Article,Scopus,2-s2.0-84855321334
Water quality improvement of industrial shrimp ponds,2011,International Journal of Environmental Technology and Management,14,1åé4ì˙,,182,202,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953281192&partnerID=40&md5=ec9c84daad4815791aa7859a9a52d81f,Article,Scopus,2-s2.0-79953281192
Taro (Colocacia esculenta) silage and water spinach as supplements to rice bran for growing pigs,2011,Livestock Research for Rural Development,23,3,,,,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952683309&partnerID=40&md5=80e40e888cc2fdd83345cf0e02f2d17e,Article,Scopus,2-s2.0-79952683309
Linearly perturbed polyhedral normal cone mappings and applications,2011,"Nonlinear Analysis, Theory, Methods and Applications",74,5,,1676,1689,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-78651379113&partnerID=40&md5=c45cc5587bf7519ebe9729dd8494fab3,Article,Scopus,2-s2.0-78651379113
A simple regularization method for the ill-posed evolution equation,2011,Czechoslovak Mathematical Journal,61,1,,85,95,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952753729&partnerID=40&md5=d49b79e1fc3d99ba215eb6d9ddd73519,Article,Scopus,2-s2.0-79952753729
The cost of fluidized-bed drying using a buffered salt layer,2011,"AMA, Agricultural Mechanization in Asia, Africa and Latin America",42,2,,24,27,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959723846&partnerID=40&md5=7a7ab18f9ec56e90d35d56094b0e987d,Article,Scopus,2-s2.0-79959723846
On the dynamics of predator-prey systems with Beddington-DeAngelis functional response,2011,Asian-European Journal of Mathematics,4,1,,35,48,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857516822&partnerID=40&md5=5e19748667248f964cdb36720d3e6f62,Article,Scopus,2-s2.0-84857516822
Solid waste management associated with the development of 3R initiatives: Case study in major urban areas of Vietnam,2011,Journal of Material Cycles and Waste Management,13,1,,25,33,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952090471&partnerID=40&md5=15bf3f6c19a0af935ef1bfa76d196afb,Article,Scopus,2-s2.0-79952090471
An efficient strategy for mining high utility itemsets,2011,International Journal of Intelligent Information and Database Systems,5,2,,164,176,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952561009&partnerID=40&md5=343ec7b8b87253e4d9604a53bd36b442,Article,Scopus,2-s2.0-79952561009
The influence of fabrication conditions on structure and magnetic properties of Nd-Fe-Co-Nb-B nanocomposites,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15010,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894179693&partnerID=40&md5=aab9279039e44a17c4c56dcad2ce3d9b,Article,Scopus,2-s2.0-84894179693
Voltage-controllable magnetic behavior in PZT/NiFe/CoFe nanocomposites,2011,Advances in Natural Sciences: Nanoscience and Nanotechnology,2,1,15015,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84882979809&partnerID=40&md5=22abf64ecbab17b40b6e49b05aa9d787,Article,Scopus,2-s2.0-84882979809
"Phytoremediation potential of indigenous plants from Thai Nguyen province, Vietnam",2011,Journal of Environmental Biology,32,2,,257,262,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-79956310531&partnerID=40&md5=d23d7d44a686f0c986a1de8138220712,Article,Scopus,2-s2.0-79956310531
The rule of trajectory structure and global asymptotic stability for fourth-order rational difference equation,2011,Applied Mathematical Sciences,5,1åé4ì˙,,23,34,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951870228&partnerID=40&md5=93c6d49e426ff46d55d6659ebf1cd9b7,Article,Scopus,2-s2.0-79951870228
Catalytic wet oxidation of wastewater from pulping industry using solid waste containing iron oxides,2011,Journal of Chemical Engineering of Japan,44,2,,123,129,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951849127&partnerID=40&md5=2f90b9ef00e77f2d3c35451e773af6ce,Article,Scopus,2-s2.0-79951849127
Equality of ordinary and symbolic powers of Stanley-Reisner ideals,2011,Journal of Algebra,328,1,,77,93,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-78649991954&partnerID=40&md5=79431c48a09126e996e342bd4d2fb376,Article,Scopus,2-s2.0-78649991954
A modified integral equation method of the semilinear backward heat problem,2011,Applied Mathematics and Computation,217,12,,5177,5185,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551632431&partnerID=40&md5=88eb4959687a60aee4573d692251ee95,Article,Scopus,2-s2.0-79551632431
A simple methylation method for obtaining water-soluble O-methyl glucomannan derivatives,2011,Carbohydrate Polymers,84,1,,173,179,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-78951495860&partnerID=40&md5=21d429034d8267f6adacbbbca03aaf20,Article,Scopus,2-s2.0-78951495860
Isolation and characteristics of polysaccharide from Amorphophallus corrugatus in Vietnam,2011,Carbohydrate Polymers,84,1,,64,68,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-78951481352&partnerID=40&md5=5cfbf5b84d9a0e91df875cb963a8e0fc,Article,Scopus,2-s2.0-78951481352
"Structural, optical and electromagnetic properties of Bi 1-xHoxFeO3 multiferroic materials",2011,Journal of Alloys and Compounds,509,6,,2663,2666,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-78651354611&partnerID=40&md5=3ced747ec8e8e721b104737ed9e9da5c,Article,Scopus,2-s2.0-78651354611
Expanding applications of metal-organic frameworks: Zeolite imidazolate framework zif-8 as an efficient heterogeneous catalyst for the knoevenagel reaction,2011,ACS Catalysis,1,2,,120,127,,55,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952014904&partnerID=40&md5=b688422b7e94ab673eab8574e9b7cc58,Article,Scopus,2-s2.0-79952014904
